time,temperature_2m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,sunshine_duration,cloud_cover
2026-03-30 13:00:00,11.8,243,1,241.99999999999997,1.3,243,0,100
2026-03-30 14:00:00,12.5,295,0,295,0,295,0,100
2026-03-30 15:00:00,12,219,1,218,1.8,219,0,100
2026-03-30 16:00:00,11.4,148,2,146,5.4,148,0,100
2026-03-30 17:00:00,10.7,62.99999999999999,0,63.00000000000001,0,62.99999999999999,0,100
2026-03-30 18:00:00,9.8,3,0,3,0,3,0,100
2026-03-30 19:00:00,8.9,0,0,0,0,0,0,39
2026-03-30 20:00:00,8.1,0,0,0,0,0,0,31
2026-03-30 21:00:00,7.7,0,0,0,0,0,0,46
2026-03-30 22:00:00,7.2,0,0,0,0,0,0,47
2026-03-30 23:00:00,6.9,0,0,0,0,0,0,0
2026-03-31 00:00:00,6.5,0,0,0,0,0,0,0
2026-03-31 01:00:00,6.2,0,0,0,0,0,0,0
2026-03-31 02:00:00,5.7,0,0,0,0,0,0,19
2026-03-31 03:00:00,5.4,0,0,0,0,0,0,59
2026-03-31 04:00:00,5.2,0,0,0,0,0,0,100
2026-03-31 05:00:00,5.1,0,0,0,0,0,0,100
2026-03-31 06:00:00,5,58,7,51,52.4,58,0,100
2026-03-31 07:00:00,5.5,207,65,142,200.8,207,0,100
2026-03-31 08:00:00,7.9,411,221,190,435.6,411,3600,100
2026-03-31 09:00:00,10.5,589,366,223,555.2,589,3600,100
2026-03-31 10:00:00,13.2,700,420,280,546.1,700,3600,100
2026-03-31 11:00:00,15.1,761,464,297,559.4,761,3600,100
2026-03-31 12:00:00,16.6,707,351,355.99999999999994,419.7,707,3600,100
2026-03-31 13:00:00,17.7,620,263,357,333.4,620,3600,100
2026-03-31 14:00:00,18.7,531,250,281,361.9,531,3600,100
2026-03-31 15:00:00,18.9,399,202,197,368.3,399,3600,90
2026-03-31 16:00:00,18.9,223.00000000000003,80,143,215.2,223.00000000000003,3600,100
2026-03-31 17:00:00,18.4,76,14,62,81,76,3600,100
2026-03-31 18:00:00,17.2,3,0,3,0,3,630.27,94
2026-03-31 19:00:00,14.4,0,0,0,0,0,0,67
2026-03-31 20:00:00,12,0,0,0,0,0,0,57
2026-03-31 21:00:00,11.2,0,0,0,0,0,0,53
2026-03-31 22:00:00,10.7,0,0,0,0,0,0,44
2026-03-31 23:00:00,10.6,0,0,0,0,0,0,31
2026-04-01 00:00:00,10.4,0,0,0,0,0,0,4
2026-04-01 01:00:00,9.8,0,0,0,0,0,0,0
2026-04-01 02:00:00,8.8,0,0,0,0,0,0,0
2026-04-01 03:00:00,8.2,0,0,0,0,0,0,0
2026-04-01 04:00:00,7.5,0,0,0,0,0,0,0
2026-04-01 05:00:00,7.4,0,0,0,0,0,0,0
2026-04-01 06:00:00,7.1,70,27,43,198.5,70,0,0
2026-04-01 07:00:00,7.6,252,157,95,477.6,252,3600,0
2026-04-01 08:00:00,10.8,454,320,134,624.9,454,3600,0
2026-04-01 09:00:00,13.8,603,394,209,593.6,603,3600,37
2026-04-01 10:00:00,16.4,763,580,183,750.1,763,3600,39
2026-04-01 11:00:00,17.8,852,703,149,843.6,852,3600,0
2026-04-01 12:00:00,17.5,858,707,151,841.9,858,3600,0
2026-04-01 13:00:00,17.4,798,650,148,820.5,798,3600,0
2026-04-01 14:00:00,17.3,677,539,138,776.8,677,3600,0
2026-04-01 15:00:00,16.4,504,379,125,687.3,504,3600,0
2026-04-01 16:00:00,14.8,300,199,101,531,300,3600,0
2026-04-01 17:00:00,13.1,105,47,57.99999999999999,267.4,105,3600,10
2026-04-01 18:00:00,11.2,5,1,4,17.5,5,3600,29
2026-04-01 19:00:00,9.5,0,0,0,0,0,0,45
2026-04-01 20:00:00,7.9,0,0,0,0,0,0,29
2026-04-01 21:00:00,7.4,0,0,0,0,0,0,18
2026-04-01 22:00:00,7.1,0,0,0,0,0,0,10
2026-04-01 23:00:00,6.6,0,0,0,0,0,0,0
2026-04-02 00:00:00,6.2,0,0,0,0,0,0,54
2026-04-02 01:00:00,6,0,0,0,0,0,0,77
2026-04-02 02:00:00,5.8,0,0,0,0,0,0,100
2026-04-02 03:00:00,6.1,0,0,0,0,0,0,100
2026-04-02 04:00:00,6.5,0,0,0,0,0,0,100
2026-04-02 05:00:00,6.7,0,0,0,0,0,0,100
2026-04-02 06:00:00,6.6,69,24,45,173.3,69,0,38
2026-04-02 07:00:00,7.4,248,151,97,452.7,248,3600,6
2026-04-02 08:00:00,10.5,438,284,154,549.6,438,3600,30
2026-04-02 09:00:00,13.7,584,360.99999999999994,223.00000000000003,540.4,584,3600,35
2026-04-02 10:00:00,16.9,687,410,277,527.4,687,3600,52
2026-04-02 11:00:00,19.6,743,461.00000000000006,282,550.7,743,3600,55
2026-04-02 12:00:00,21.8,786,548,238,649.9,786,3600,50
2026-04-02 13:00:00,23.9,644,413,231,519.2,644,3600,22
2026-04-02 14:00:00,24.7,527,325,202,466.3,527,3600,85
2026-04-02 15:00:00,25.1,354,203,151,366.2,354,3600,76
2026-04-02 16:00:00,25,207,84,123,222.4,207,3600,63
2026-04-02 17:00:00,24.5,69,21,48,117.5,69,3600,69
2026-04-02 18:00:00,23.1,2,0,2,0,2,1726.1,100
2026-04-02 19:00:00,21.4,0,0,0,0,0,0,100
2026-04-02 20:00:00,19.9,0,0,0,0,0,0,100
2026-04-02 21:00:00,18.8,0,0,0,0,0,0,100
2026-04-02 22:00:00,17.8,0,0,0,0,0,0,100
2026-04-02 23:00:00,16.9,0,0,0,0,0,0,100
2026-04-03 00:00:00,16.5,0,0,0,0,0,0,100
2026-04-03 01:00:00,16.1,0,0,0,0,0,0,100
2026-04-03 02:00:00,16.3,0,0,0,0,0,0,100
2026-04-03 03:00:00,15.9,0,0,0,0,0,0,100
2026-04-03 04:00:00,15.5,0,0,0,0,0,0,95
2026-04-03 05:00:00,15.1,1,0,1,0,0,0,100
2026-04-03 06:00:00,14.9,68,18,50,127.7,68,0,100
2026-04-03 07:00:00,15.4,229,115.99999999999999,113,342.8,229,2165.33,100
2026-04-03 08:00:00,16.9,368,194.99999999999997,173,374,368,3600,70
2026-04-03 09:00:00,19.1,524,311,212.99999999999997,462.5,524,3600,62
2026-04-03 10:00:00,21.1,657,412.99999999999994,244.00000000000003,528.6,657,3600,65
2026-04-03 11:00:00,22.9,734.0000000000001,491.00000000000006,243,584,734.0000000000001,3600,69
2026-04-03 12:00:00,24.6,823,642,181,758.2,823,3600,47
2026-04-03 13:00:00,25.9,791,642,149,803.9000000000001,791,3600,18
2026-04-03 14:00:00,25.9,603,410,193.00000000000003,585.8,603,3600,93
2026-04-03 15:00:00,25.7,221,45,176,80.7,221,3600,100
2026-04-03 16:00:00,24.7,90,7,83,18.4,90,622.46,100
2026-04-03 17:00:00,23.5,21,0,21,0,21,0,100
2026-04-03 18:00:00,20.3,2,0,2,0,2,0,97
2026-04-03 19:00:00,18.2,0,0,0,0,0,0,100
2026-04-03 20:00:00,16.6,0,0,0,0,0,0,100
2026-04-03 21:00:00,16,0,0,0,0,0,0,81
2026-04-03 22:00:00,15.6,0,0,0,0,0,0,85
2026-04-03 23:00:00,15.4,0,0,0,0,0,0,65
2026-04-04 00:00:00,15.2,0,0,0,0,0,0,0
2026-04-04 01:00:00,9.6,0,0,0,0,0,0,73
2026-04-04 02:00:00,7.6,0,0,0,0,0,0,94
2026-04-04 03:00:00,6.6,0,0,0,0,0,0,73
2026-04-04 04:00:00,6.2,0,0,0,0,0,0,70
2026-04-04 05:00:00,5.8,1,0,1,0,0,0,74
2026-04-04 06:00:00,5.5,59,12,47,83.7,59,0,78
2026-04-04 07:00:00,5.7,220,88,132,256.4,220,749.9,72
2026-04-04 08:00:00,7,411,203,208.00000000000003,386.00000000000006,411,3600,55
2026-04-04 09:00:00,8.1,642,425,217,628.1,642,3600,42
2026-04-04 10:00:00,9.6,799,608,191,774.1999999999999,799,3600,31
2026-04-04 11:00:00,11.1,880,716.9999999999999,163,849.1,880,3600,11
2026-04-04 12:00:00,12.3,886.9999999999999,729.9999999999999,157,858.6999999999999,886.9999999999999,3600,0
2026-04-04 13:00:00,13.1,826,676,150,843.1,826,3600,0
2026-04-04 14:00:00,13.4,702,563,139,801,702,3600,0
2026-04-04 15:00:00,13.7,528,405,123,723,528,3600,0
2026-04-04 16:00:00,13.7,323,223.99999999999997,99,584.4,323,3600,0
2026-04-04 17:00:00,13.6,120.00000000000001,61,59,330.7,120.00000000000001,3600,0
2026-04-04 18:00:00,13.2,6,1,5,16.3,6,3600,0
2026-04-04 19:00:00,12,0,0,0,0,0,0,0
2026-04-04 20:00:00,11.5,0,0,0,0,0,0,0
2026-04-04 21:00:00,10.9,0,0,0,0,0,0,0
2026-04-04 22:00:00,10.5,0,0,0,0,0,0,0
2026-04-04 23:00:00,10.4,0,0,0,0,0,0,0
2026-04-05 00:00:00,10.3,0,0,0,0,0,0,0
2026-04-05 01:00:00,10.2,0,0,0,0,0,0,0
2026-04-05 02:00:00,10.6,0,0,0,0,0,0,0
2026-04-05 03:00:00,10.5,0,0,0,0,0,0,0
2026-04-05 04:00:00,10.3,0,0,0,0,0,0,17
2026-04-05 05:00:00,10.4,1,0,1,0,1,0,36
2026-04-05 06:00:00,10.6,76,26,50,177.9,76,0,48
2026-04-05 07:00:00,11.1,261,161,100,462.59999999999997,261,3537.24,38
2026-04-05 08:00:00,13.8,473.99999999999994,351,123.00000000000001,661.8,473.99999999999994,3600,0
2026-04-05 09:00:00,16.4,654,520,134,763.7,654,3600,0
2026-04-05 10:00:00,18.3,785.9999999999999,647,139,819.8,785.9999999999999,3600,0
2026-04-05 11:00:00,19.9,859.9999999999999,720,140,849,859.9999999999999,3600,0
2026-04-05 12:00:00,21.4,871.0000000000001,731.0000000000001,140,856.6,871.0000000000001,3600,0
2026-04-05 13:00:00,22.5,806,650,155.99999999999997,807.6,806,3600,35
2026-04-05 14:00:00,22.4,688,548,140,776.4,688,3600,15
2026-04-05 15:00:00,20.5,522,407,115,722.9,522,3600,0
2026-04-05 16:00:00,18.8,322,227,95,587.9,322,3600,0
2026-04-05 17:00:00,17.6,119.99999999999999,62,58,331,119.99999999999999,3600,0
2026-04-05 18:00:00,16.1,6,1,5,15.899999999999999,6,3600,0
2026-04-05 19:00:00,14.5,0,0,0,0,0,0,0
2026-04-05 20:00:00,13.2,0,0,0,0,0,0,0
2026-04-05 21:00:00,12.2,0,0,0,0,0,0,0
2026-04-05 22:00:00,11.9,0,0,0,0,0,0,44
2026-04-05 23:00:00,11.2,0,0,0,0,0,0,35
2026-04-06 00:00:00,11.2,0,0,0,0,0,0,64
2026-04-06 01:00:00,10.2,0,0,0,0,0,0,47
2026-04-06 02:00:00,10.5,0,0,0,0,0,0,100
2026-04-06 03:00:00,10.4,0,0,0,0,0,0,73
2026-04-06 04:00:00,10.2,0,0,0,0,0,0,63
2026-04-06 05:00:00,9.5,2,0,2,0,2,0,0
2026-04-06 06:00:00,8.8,93,42,51,278,93,0,0
2026-04-06 07:00:00,8.9,289,192,97,544.4,289,3600,0
2026-04-06 08:00:00,11.1,505.00000000000006,383,122,716.1,505.00000000000006,3600,0
2026-04-06 09:00:00,12.8,688,553,135,807.3,688,3600,0
2026-04-06 10:00:00,14.9,820.9999999999999,678.0000000000001,143,854.8999999999999,820.9999999999999,3600,0
2026-04-06 11:00:00,15.8,891.0000000000001,741,150,870.1,891.0000000000001,3600,0
2026-04-06 12:00:00,16.8,894,744,150,868.5,894,3600,0
2026-04-06 13:00:00,17.6,833,689,144,852.8,833,3600,0
2026-04-06 14:00:00,17.3,706,573,133,808.5,706,3600,0
2026-04-06 15:00:00,17.8,534,417,117,737.1,534,3600,0
2026-04-06 16:00:00,18,328,233,95,599.1,328,3600,0
2026-04-06 17:00:00,18,122.99999999999999,65,58,341.8,122.99999999999999,3600,0
2026-04-06 18:00:00,17.3,7,1,6,15.599999999999998,7,3600,0
2026-04-06 19:00:00,15.4,0,0,0,0,0,0,0
2026-04-06 20:00:00,12.9,0,0,0,0,0,0,0
2026-04-06 21:00:00,11.9,0,0,0,0,0,0,0
2026-04-06 22:00:00,10.8,0,0,0,0,0,0,0
2026-04-06 23:00:00,10,0,0,0,0,0,0,0
2026-04-07 00:00:00,9.3,0,0,0,0,0,0,0
2026-04-07 01:00:00,8.6,0,0,0,0,0,0,0
2026-04-07 02:00:00,7.9,0,0,0,0,0,0,68
2026-04-07 03:00:00,7.9,0,0,0,0,0,0,66
2026-04-07 04:00:00,7.7,0,0,0,0,0,0,66
2026-04-07 05:00:00,7.3,2,0,2,0,2,0,51
2026-04-07 06:00:00,6.8,81,28,53,179.6,81,0,45
2026-04-07 07:00:00,7.2,267,160,107,447.7,267,3587.48,46
2026-04-07 08:00:00,9.2,490,360,130,667.6,490,3600,13
2026-04-07 09:00:00,11.1,673,532,140.99999999999997,772,673,3600,4
2026-04-07 10:00:00,12.7,798,637.9999999999999,160,800.7,798,3600,0
2026-04-07 11:00:00,14,862.0000000000001,685,177,801.1,862.0000000000001,3600,33
2026-04-07 12:00:00,15.1,874.9999999999999,711,164,826.9,874.9999999999999,3600,31
2026-04-07 13:00:00,16,824,681,143,839.7999999999998,824,3600,8
2026-04-07 14:00:00,15.7,703,570,133,801.1,703,3600,0
2026-04-07 15:00:00,16.2,531,414,117,728.2,531,3600,0
2026-04-07 16:00:00,16.1,327,232,95,592.3,327,3600,0
2026-04-07 17:00:00,15.1,125,66,59,341.9,125,3600,0
2026-04-07 18:00:00,13.7,7,1,6,15.2,7,3600,0
2026-04-07 19:00:00,12.6,0,0,0,0,0,0,0
2026-04-07 20:00:00,12.5,0,0,0,0,0,0,0
2026-04-07 21:00:00,11.5,0,0,0,0,0,0,0
2026-04-07 22:00:00,10.7,0,0,0,0,0,0,0
2026-04-07 23:00:00,10.1,0,0,0,0,0,0,0
2026-04-08 00:00:00,9.6,0,0,0,0,0,0,0
2026-04-08 01:00:00,9.3,0,0,0,0,0,0,0
2026-04-08 02:00:00,9.1,0,0,0,0,0,0,0
2026-04-08 03:00:00,8.7,0,0,0,0,0,0,11
2026-04-08 04:00:00,8.5,0,0,0,0,0,0,4
2026-04-08 05:00:00,8.4,3,0,3,0,3,0,36
2026-04-08 06:00:00,8.2,92,34,58,211.6,92,0,100
2026-04-08 07:00:00,8.9,284,180,104,497.3,284,3600,7
2026-04-08 08:00:00,11.2,484,337,147,620,484,3600,0
2026-04-08 09:00:00,13.5,607,373,234,538.2,607,3600,70
2026-04-08 10:00:00,15.3,592,242,350,302.3,592,3600,100
2026-04-08 11:00:00,16.1,722,420.00000000000006,302,489.2,722,3600,93
2026-04-08 12:00:00,17.7,789.9999999999999,523,267,606,789.9999999999999,3600,64
2026-04-08 13:00:00,18.9,509,186,323,228.5,509,3600,88
2026-04-08 14:00:00,19.1,354,75,279,105,354,3600,100
2026-04-08 15:00:00,17.5,201,18,183,31.5,201,1349.84,100
2026-04-08 16:00:00,16.1,130,5,125,12.7,130,0,100
2026-04-08 17:00:00,14.9,28,0,27.999999999999996,0,28,0,100
2026-04-08 18:00:00,13.6,3,0,3,0,3,0,100
2026-04-08 19:00:00,12.5,0,0,0,0,0,0,100
2026-04-08 20:00:00,11.8,0,0,0,0,0,0,100
2026-04-08 21:00:00,10.9,0,0,0,0,0,0,100
2026-04-08 22:00:00,10.4,0,0,0,0,0,0,100
2026-04-08 23:00:00,9.9,0,0,0,0,0,0,100
2026-04-09 00:00:00,9.7,0,0,0,0,0,0,100
2026-04-09 01:00:00,9.7,0,0,0,0,0,0,100
2026-04-09 02:00:00,10,0,0,0,0,0,0,100
2026-04-09 03:00:00,10.2,0,0,0,0,0,0,100
2026-04-09 04:00:00,10.4,0,0,0,0,0,0,100
2026-04-09 05:00:00,10.5,0,0,0,0,0,0,100
2026-04-09 06:00:00,10.6,7,0,7,0,7,0,100
2026-04-09 07:00:00,10.6,22,0,22,0,22,0,100
2026-04-09 08:00:00,10.8,23,0,23,0,23,0,100
2026-04-09 09:00:00,10.9,46,0,46,0,46,0,100
2026-04-09 10:00:00,11.1,70,0,70,0,70,0,100
2026-04-09 11:00:00,11.3,47,0,47,0,47,0,100
2026-04-09 12:00:00,11.5,75,0,75,0,75,0,100
2026-04-09 13:00:00,11.7,126,1,125,1.2,126,0,100
2026-04-09 14:00:00,12.6,150,3,147,4.2,150,0,100
2026-04-09 15:00:00,13.1,146,11,135,19.2,146,0,100
2026-04-09 16:00:00,13.7,72,7,65,17.6,72,0,100
2026-04-09 17:00:00,13.7,30.999999999999996,0,31,0,30.999999999999996,0,100
2026-04-09 18:00:00,13.6,2,0,2,0,2,0,100
2026-04-09 19:00:00,13.2,0,0,0,0,0,0,100
2026-04-09 20:00:00,12.8,0,0,0,0,0,0,99
2026-04-09 21:00:00,12.6,0,0,0,0,0,0,92
2026-04-09 22:00:00,12.3,0,0,0,0,0,0,96
2026-04-09 23:00:00,12.1,0,0,0,0,0,0,81
2026-04-10 00:00:00,11.9,0,0,0,0,0,0,94
2026-04-10 01:00:00,11.9,0,0,0,0,0,0,98
2026-04-10 02:00:00,12.1,0,0,0,0,0,0,96
2026-04-10 03:00:00,12,0,0,0,0,0,0,96
2026-04-10 04:00:00,11.8,0,0,0,0,0,0,83
2026-04-10 05:00:00,11.6,3,0,3,0,3,0,75
2026-04-10 06:00:00,11.4,81,23,58,135.2,81,0,68
2026-04-10 07:00:00,11.9,248,116,132,312.8,248,2256.05,54
2026-04-10 08:00:00,13.2,409,205,203.99999999999997,371.4,409,3600,54
2026-04-10 09:00:00,15.2,482.99999999999994,262,221,373.8,482.99999999999994,3600,73
2026-04-10 10:00:00,16.8,715.9999999999999,485,230.99999999999997,600.5,715.9999999999999,3600,52
2026-04-10 11:00:00,18.6,866,673,193,777.9,866,3600,30
2026-04-10 12:00:00,20.3,856,666,190,766.3,856,3600,27
2026-04-10 13:00:00,21.7,824,667,157,813.9,824,3600,16
2026-04-10 14:00:00,22.1,705,560,145,778,705,3600,23
2026-04-10 15:00:00,22.5,537,420,117,728.4,537,3600,12
2026-04-10 16:00:00,22.5,337,242.99999999999997,94,607.8,337,3600,4
2026-04-10 17:00:00,22.2,133,74,59,367.3,133,3600,0
2026-04-10 18:00:00,21,10,2,8,28.600000000000005,10,3600,0
2026-04-10 19:00:00,19,0,0,0,0,0,0,0
2026-04-10 20:00:00,18.3,0,0,0,0,0,0,0
2026-04-10 21:00:00,17.2,0,0,0,0,0,0,0
2026-04-10 22:00:00,16.2,0,0,0,0,0,0,0
2026-04-10 23:00:00,15.5,0,0,0,0,0,0,0
2026-04-11 00:00:00,15.1,0,0,0,0,0,0,0
2026-04-11 01:00:00,14.8,0,0,0,0,0,0,15
2026-04-11 02:00:00,14.9,0,0,0,0,0,0,0
2026-04-11 03:00:00,14.6,0,0,0,0,0,0,0
2026-04-11 04:00:00,14.2,0,0,0,0,0,0,0
2026-04-11 05:00:00,13.9,4,0,4,0,4,0,0
2026-04-11 06:00:00,13.9,107,49,58,280.5,107,0,0
2026-04-11 07:00:00,14,299,197,102,525,299,3600,0
2026-04-11 08:00:00,16.2,491.99999999999994,346,146,622.3,491.99999999999994,3600,15
2026-04-11 09:00:00,17.9,642,438,204,621.6,642,3600,100
2026-04-11 10:00:00,19.9,754,508,245.99999999999997,626.2,754,3600,100
2026-04-11 11:00:00,21.7,825.0000000000001,570,255,656.5,825.0000000000001,3600,100
2026-04-11 12:00:00,23.2,835.0000000000001,592,243,678.8,835.0000000000001,3600,100
2026-04-11 13:00:00,24.4,757,503,254,611.7,757,3600,100
2026-04-11 14:00:00,24.9,630,371,259,513.5,630,3600,100
2026-04-11 15:00:00,25.4,449,217,232,374.6,449,3600,100
2026-04-11 16:00:00,25.3,263,86.99999999999999,176,216.2,263,3600,100
2026-04-11 17:00:00,24.8,102.99999999999999,15,88,73.4,102.99999999999999,3600,100
2026-04-11 18:00:00,24,8,0,8,0,8,403.14,100
2026-04-11 19:00:00,21.8,0,0,0,0,0,0,100
2026-04-11 20:00:00,20,0,0,0,0,0,0,100
2026-04-11 21:00:00,18.6,0,0,0,0,0,0,100
2026-04-11 22:00:00,17.5,0,0,0,0,0,0,92
2026-04-11 23:00:00,16.5,0,0,0,0,0,0,80
2026-04-12 00:00:00,15.7,0,0,0,0,0,0,98
2026-04-12 01:00:00,15.1,0,0,0,0,0,0,91
2026-04-12 02:00:00,13.6,0,0,0,0,0,0,11
2026-04-12 03:00:00,13.2,0,0,0,0,0,0,21
2026-04-12 04:00:00,12.9,0,0,0,0,0,0,13
2026-04-12 05:00:00,12.5,5,0,5,0,5,0,33
2026-04-12 06:00:00,12.2,108,44,64,245.5,108,0,37
2026-04-12 07:00:00,13.1,297,176,121,463.8,297,3600,91
2026-04-12 08:00:00,15.2,498,331,167,591.1,498,3600,100
2026-04-12 09:00:00,17.7,669,469.00000000000006,200.00000000000003,662.1,669,3600,100
2026-04-12 10:00:00,20.1,792.0000000000001,572,220,702.2,792.0000000000001,3600,100
2026-04-12 11:00:00,22.3,852,610,242,700,852,3600,100
2026-04-12 12:00:00,23.8,856,620,236,708.6,856,3600,100
2026-04-12 13:00:00,24.7,795,575,220,696.9,795,3600,100
2026-04-12 14:00:00,26.2,703,558,145,769.6,703,3600,100
2026-04-12 15:00:00,26.1,537,418,119,718.4,537,3600,25
2026-04-12 16:00:00,25.6,336,241.99999999999997,94,597.3,336,3600,3
2026-04-12 17:00:00,24.6,134,74,60,357.4,134,3600,0
2026-04-12 18:00:00,22.4,10,2,8,27.5,10,3600,0
2026-04-12 19:00:00,19.6,0,0,0,0,0,0,0
2026-04-12 20:00:00,18.3,0,0,0,0,0,0,0
2026-04-12 21:00:00,16.8,0,0,0,0,0,0,0
2026-04-12 22:00:00,15.9,0,0,0,0,0,0,0
2026-04-12 23:00:00,15.2,0,0,0,0,0,0,63
2026-04-13 00:00:00,14.5,0,0,0,0,0,0,29
2026-04-13 01:00:00,13.8,0,0,0,0,0,0,55
2026-04-13 02:00:00,13.7,0,0,0,0,0,0,100
2026-04-13 03:00:00,13.1,0,0,0,0,0,0,94
2026-04-13 04:00:00,12.6,0,0,0,0,0,0,42
2026-04-13 05:00:00,12.2,6,0,6,0,6,0,100
2026-04-13 06:00:00,11.9,107,39,68,212.4,107,0,65
2026-04-13 07:00:00,12.7,266,118.00000000000001,148,307.6,266,3600,73
2026-04-13 08:00:00,15,363,95,268,168.5,363,3600,100
2026-04-13 09:00:00,16.8,470,128,342,179.80000000000004,470,3254.51,100
2026-04-13 10:00:00,18.4,573,183,390,223.70000000000002,573,3593.54,100
2026-04-13 11:00:00,19.8,802,491,311,561.5,802,3600,100
2026-04-13 12:00:00,21.7,844,609,235,693.8,844,3600,93
2026-04-13 13:00:00,22.9,825,679,146,820.3,825,3600,23
2026-04-13 14:00:00,23.8,709,577,132,793,709,3600,16
2026-04-13 15:00:00,24.1,539,423,116,723.8,539,3600,0
2026-04-13 16:00:00,23.9,329,225,104,551.8,329,3600,0
2026-04-13 17:00:00,23.4,120.00000000000001,37.99999999999999,82,181.1,120.00000000000001,3600,100
2026-04-13 18:00:00,22.5,10,0,10,0,10,3600,100
2026-04-13 19:00:00,20.5,0,0,0,0,0,0,100
2026-04-13 20:00:00,18.9,0,0,0,0,0,0,100
2026-04-13 21:00:00,17,0,0,0,0,0,0,100
2026-04-13 22:00:00,16,0,0,0,0,0,0,100
2026-04-13 23:00:00,15.6,0,0,0,0,0,0,100
2026-04-14 00:00:00,15.4,0,0,0,0,0,0,100
2026-04-14 01:00:00,15.4,0,0,0,0,0,0,100
2026-04-14 02:00:00,15.5,0,0,0,0,0,0,100
2026-04-14 03:00:00,15.3,0,0,0,0,0,0,100
2026-04-14 04:00:00,14.9,0,0,0,0,0,0,100
2026-04-14 05:00:00,14.3,5,0,5,0,5,0,98
2026-04-14 06:00:00,14,67,5,62,26.6,67,0,98
2026-04-14 07:00:00,14.4,188,38,150,98,188,0,100
2026-04-14 08:00:00,16.1,425,235.99999999999997,189,415.7,425,1139.48,81
2026-04-14 09:00:00,18.1,616,403,213,563.2,616,3600,60
2026-04-14 10:00:00,20.4,765.0000000000001,536,229.00000000000003,652.6999999999999,765.0000000000001,3600,78
2026-04-14 11:00:00,22.5,849,617,232.00000000000003,703.0999999999999,849,3600,76
2026-04-14 12:00:00,24,871.9999999999999,688,184,781.2999999999998,871.9999999999999,3600,73
2026-04-14 13:00:00,25,831,688.9999999999999,142,829.7,831,3600,10
2026-04-14 14:00:00,25,693,532,161,728.6,693,3600,84
2026-04-14 15:00:00,25.3,484,283,201,482.2,484,3600,100
2026-04-14 16:00:00,25,271,94,177,229.10000000000002,271,3600,100
2026-04-14 17:00:00,24.5,110.00000000000001,19,91,89.4,110.00000000000001,3600,100
2026-04-14 18:00:00,23.3,10,0,10,0,10,881.65,100
2026-04-14 19:00:00,20.8,0,0,0,0,0,0,100
2026-04-14 20:00:00,18.2,0,0,0,0,0,0,100
2026-04-14 21:00:00,17.2,0,0,0,0,0,0,100
2026-04-14 22:00:00,16.4,0,0,0,0,0,0,87
2026-04-14 23:00:00,16,0,0,0,0,0,0,13
2026-04-15 00:00:00,15.2,0,0,0,0,0,0,22
2026-04-15 01:00:00,13.9,0,0,0,0,0,0,46
2026-04-15 02:00:00,12.7,0,0,0,0,0,0,21
2026-04-15 03:00:00,12.6,0,0,0,0,0,0,57
2026-04-15 04:00:00,12.4,0,0,0,0,0,0,98
2026-04-15 05:00:00,11.9,7,0,7,0,7,0,100
2026-04-15 06:00:00,11.1,99,18,81,93.5,99,0,100
2026-04-15 07:00:00,11.7,294,171,123,436.3,294,1005.73,100
2026-04-15 08:00:00,15,505.99999999999994,361,145,631.6,505.99999999999994,3600,16
2026-04-15 09:00:00,17.9,693,553,140,769,693,3600,0
2026-04-15 10:00:00,21.1,822.0000000000001,677,145,821.2,822.0000000000001,3600,0
2026-04-15 11:00:00,23.4,891.9999999999999,747.0000000000001,145,848.3999999999999,891.9999999999999,3600,0
2026-04-15 12:00:00,25.2,896,755,141,854.7000000000002,896,3600,0
2026-04-15 13:00:00,26.2,835,699,136,839.2,835,3600,0
2026-04-15 14:00:00,25.7,716,588,128,802.5,716,3600,0
2026-04-15 15:00:00,25.9,544,426,118,722.7,544,3600,0
2026-04-15 16:00:00,25.7,330,213,117,515.8,330,3600,65
2026-04-15 17:00:00,25.2,120,32,88,148.6,120,3600,100
2026-04-15 18:00:00,23.5,11,0,11,0,11,2658.84,100
2026-04-15 19:00:00,20.8,0,0,0,0,0,0,100
2026-04-15 20:00:00,20.1,0,0,0,0,0,0,100
2026-04-15 21:00:00,19.2,0,0,0,0,0,0,100
2026-04-15 22:00:00,18.2,0,0,0,0,0,0,100
2026-04-15 23:00:00,17.4,0,0,0,0,0,0,100
2026-04-16 00:00:00,17,0,0,0,0,0,0,100
2026-04-16 01:00:00,16.6,0,0,0,0,0,0,100
2026-04-16 02:00:00,16.6,0,0,0,0,0,0,100
2026-04-16 03:00:00,16.1,0,0,0,0,0,0,100
2026-04-16 04:00:00,15.5,0,0,0,0,0,0,100
2026-04-16 05:00:00,15.2,6,0,6,0,6,0,100
2026-04-16 06:00:00,14.9,61,1,60,5.1,61,0,100
2026-04-16 07:00:00,15.2,170,11,159,27.8,170,0,100
2026-04-16 08:00:00,16.8,335,92,243,159.9,335,0,100
2026-04-16 09:00:00,18.8,449,119.00000000000001,330.00000000000006,164.70000000000002,449,2996.94,100
2026-04-16 10:00:00,20.4,416,77,339,93,416,3140.73,100
2026-04-16 11:00:00,20.8,340,43,297,48.70000000000001,340,991.13,99
2026-04-16 12:00:00,21,351,69,282,77.9,351,0,100
2026-04-16 13:00:00,21.2,327,72,255,86.2,327,536.11,100
